UserId,Age,Gender,Education,Country,Victim,Chatbot,Q0,Q1,Q2,Q3,Q4,Q5,PQ1,PQ2,PQ3,PQ4,PQ5
997623945,30,M,HS,United States,YF,YF,0,1,3,1,3,1,phishingWriting25p,hamWriting0p,phishingStyling25p,hamStyling0p,If the link included was to a suspicious address or if it seemed unnecessarily urgent
684477550,35,M,BD,United States,YF,YF,0,1,0,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,senders email address link if it seems legit and not contain any extra letter or shortened also rather message seemed urgent or contains any text error
337134493,35,M,HS,United States,YF,A,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,All of the criteria you told me about before starting which were mostly things I already knew to look for based on my own experiences
224788,58,F,BD,United States,YM,A,0,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling100p,hamStyling100p,i checked the links to see if they matched the sender i looked for grammar that did not match norms i looked for key words or phrases that would show urgency  
792475319,62,F,BD,United States,YM,YF,0,1,3,3,3,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,I looked to see if there was a sense of urgency and if they were requesting personal information
303736573,42,M,BD,United States,YF,YF,0,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling50p,yes
456953116,41,F,BD,United States,YM,YM,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,I assessed how hyperbolic the language used was first then I made sure to check all links within the emails After checking if the links matched the sender I then also checked everything for spelling mistakes grammatical errors etc
608794647,27,M,BD,United States,YM,YM,3,2,1,1,2,2,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,
949274887,36,M,BD,United States,YM,YF,0,1,3,3,1,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,The email address The content of the email The links and when hovering over the link if it looked legitimate or not and if it matched the text of the link
669244870,42,M,HS,United States,YM,YF,0,1,3,1,2,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,I checked the email first and then the link If it was over the top with the Dear customer stuff I flagged it pretty quickly
233080193,35,M,BD,United States,YF,YF,0,0,3,2,1,3,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I looked at the sender the language used and whether the links made sense 
459235854,46,M,BD,United States,YF,YF,0,1,3,1,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,The urgency of the message the links accuracy the offer whether or not they wanted something from me
804866573,34,M,BD,United States,YF,YM,0,1,3,3,1,1,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,I looked at the address ad the link mostly
81460826,73,M,BD,United States,YM,YM,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I relied on years of experience in dealing with emails 
818469233,35,M,HS,United States,YM,YF,0,1,3,3,3,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,The way the emails read and looked
505341406,67,F,MD,United States,A,A,0,0,1,0,1,0,phishingWriting75p,hamWriting75p,phishingStyling100p,hamStyling75p,
478338150,41,M,HS,United States,YM,YF,0,1,3,2,3,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,I first hovered over any links to see if the website link looked legit I also checked the email domain Finally I would question if the content of the email seemed overly pushy or promising a prize or demanding money
53578627,66,M,HS,United States,YF,YM,0,1,3,3,1,1,phishingWriting75p,hamWriting50p,phishingStyling100p,hamStyling75p,I first looked to see if the sender address looked bogus Then I looked at the text and tried to find out if there were any urgent responses Then I analyzed the text to see if it felt legit I was honestly surprised by how many I got wrong
663112458,32,F,BD,United States,YF,YF,0,1,0,3,3,1,phishingWriting50p,hamWriting25p,phishingStyling25p,hamStyling0p,FROM THE CONTENT
955042554,51,,MD,United States,YF,YF,0,1,3,1,3,1,phishingWriting50p,hamWriting25p,phishingStyling50p,hamStyling50p,I checked the link wherever possible and looked for extra texts or irrelevant addresses
130434859,54,M,MD,United States,A,YM,0,1,3,1,3,0,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling75p,I think like the information very useful
544209530,26,F,BD,United States,YM,YF,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,I checked the links to see if they were different from what they were claiming checked the sender to see if they looked legitimate and checked for any grammatical errors
726403999,59,M,DD,United States,A,A,0,1,0,0,1,1,phishingWriting75p,hamWriting50p,phishingStyling25p,hamStyling100p,The main point
975237026,40,M,BD,United States,YM,YM,0,1,3,3,1,1,phishingWriting50p,hamWriting100p,phishingStyling75p,hamStyling50p,I tried to use the tips I was given such as looking at the sender seeing if they were offering something that was too good to be true and also seeing if they used urgent language  I also tried to see what they were asking for like personal info
644189699,27,F,HS,United States,YF,YF,0,1,3,3,1,3,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,if there were any  typos or suspicious links 
593179507,48,M,BD,United States,YM,YF,0,1,3,3,1,1,phishingWriting25p,hamWriting50p,phishingStyling25p,hamStyling25p,Primarily analyzed the links  But there were too many times that my confidence was shaken for example when the logos say northwest and the links are southwest and apparently thats not phishing
127593632,41,M,HS,United States,YM,YM,0,1,3,3,1,1,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,The wording and the links
905658970,41,M,HS,United States,YM,YF,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling25p,I usually check the sender address and any links first If those look okay I skim through the textsubject line looking for any contradictions attempts to create urgencythreats etc
108390158,33,F,HS,United States,YF,YM,0,1,3,0,1,1,phishingWriting25p,hamWriting50p,phishingStyling25p,hamStyling25p,hover over the link and see it the website matched
90323648,46,F,BD,United States,YM,YF,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I checked the subject line to see if it matched the email content I checked the return email to see if it matched other info I looked for warningsurgent messages I scrolled over links looking for samedifferent addresses  misspellings 
654754294,60,F,HS,United States,YM,YM,0,1,3,3,1,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling25p,I looked at the sender addresses urgency hovered over the links and reply instructions I also considered the email content itself
410820251,33,M,HS,United States,YF,YF,0,1,3,3,1,2,phishingWriting50p,hamWriting25p,phishingStyling25p,hamStyling25p,I looked at the emailwhere it was from and then hovered the links included as well
394158409,32,M,BD,United States,YM,YF,0,1,0,0,3,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling50p,Link write up and heading
80246414,53,F,HS,United States,YF,A,0,1,0,3,1,1,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,the spelling of the sender  if the text actually matched the links and the spelling of the website the links pointed to
504471153,65,F,BD,United States,YM,YF,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling75p,hamStyling75p,I checked the links to see if they seemed legit And sometimes an email was obviously fake so I didnt even need to check the link
702049206,57,M,BD,United States,YM,YM,0,1,3,0,1,3,phishingWriting50p,hamWriting25p,phishingStyling50p,hamStyling25p,I just read them and tried to use my best judgement
448233128,31,M,BD,United States,YM,YF,0,1,3,1,3,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,My criteria was st does hovering over the link shows a different link nd is the sender email address a bit strange or off Lastly I checked the content for any urgency or weird language that didnt fit to me as a recipient 
182290833,51,M,BD,United States,YM,A,0,1,3,3,2,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p, See if the organization name was real  Check the email address  Check the link  Look at the grammar 
169937638,32,M,BD,United States,YF,YM,0,1,3,3,3,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling25p,Check the email address check to see what they wanted checked the tone of the email tried to hover over the links but it didnt seem to work checked if they were offering something unrealistic
541119024,29,M,BD,United States,YF,YF,0,1,3,0,2,1,phishingWriting50p,hamWriting25p,phishingStyling25p,hamStyling50p,I looked at the senders email address checked for urgent language and requests and I verified the authenticity of any links by hovering over them without clicking on them
254632525,27,M,BD,United States,YM,YM,0,1,3,3,2,1,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,The links were a dead giveaway most of the time Grammar and some sentence formatting seemed off on some as well
116340942,67,F,BD,United States,YM,YF,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,Mainly I looked at the link and if it didnt have a link I looked at the address I also read the email and and looked for keywords like hurry or won
198911635,54,,MD,United States,YM,A,0,1,3,0,1,0,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I looked at links mostly Sometimes it made no sense The link had some spelling mistake and youd say it was not a fishing attempt In real life I would bet  it was Your examples didnt fit what I receive in real life
207524949,33,M,BD,United States,YM,YF,0,1,3,3,1,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling50p,What they were offering and if it was too good to be true who it was from if the link matched up and if the tone was urgent
785588223,29,M,PD,United States,YM,YM,0,1,3,0,3,2,phishingWriting50p,hamWriting75p,phishingStyling50p,hamStyling25p,I looked at the content of the message as well as hovered over any hyperlinks
24085955,43,M,BD,United States,YM,YF,0,1,3,3,3,3,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,What the email was asking me to do and checking if the links were fake by hovering over them
440654191,64,F,BD,United States,YM,YF,0,1,3,0,1,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,if the email looks suspicious
460193451,69,F,BD,United States,YM,YM,0,1,3,3,3,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling25p,I checked the name of the sender against the information in the link I looked for alerting language I used common sense
493683570,49,F,BD,United States,YM,YF,0,1,3,3,1,2,phishingWriting75p,hamWriting25p,phishingStyling100p,hamStyling100p,I checked to see if the text at the top related correctly to the body of the email I checked the sender I hovered over any links to see if they looked legitimate I checked for sense of urgency or unrealistic claims
270551168,44,M,HS,United States,A,YF,0,1,3,3,3,1,phishingWriting75p,hamWriting0p,phishingStyling75p,hamStyling25p,If URLs matched the sender or company Spelling errors Expressed urgency Asking for personal or financial information
267122067,73,F,BD,United States,YF,YF,0,1,3,1,3,1,phishingWriting25p,hamWriting50p,phishingStyling50p,hamStyling25p,Checking link is authentic or not
157327253,32,M,BD,United States,YM,YM,0,1,3,3,3,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling75p,Followed guides
714818342,33,M,HS,United States,YF,YM,0,1,3,3,1,2,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,The criteria I used was to first check the sender and read all of the information to understand what the email wanted and what it was asking for I then checked the send the links and names of the domains and compared if they seemed real or fake
918129963,61,M,BD,United States,A,A,0,1,3,2,2,1,phishingWriting50p,hamWriting50p,phishingStyling75p,hamStyling50p,Urgency Phishing emails often try to create a sense of urgency such as claiming that your account will be closed or compromised if you dont take immediate actionGrammar and spelling Phishing emails often contain poor grammar spelling mistakes
990427526,36,M,HS,United States,YM,YF,0,1,3,3,3,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling50p,I considered the text written hovered over the links and looked at the sender email addresses
818438461,44,F,BD,United States,YM,YM,0,1,0,1,1,3,phishingWriting75p,hamWriting25p,phishingStyling50p,hamStyling50p,I focused on the request for urgency and the domain in the email address I also looked for if it were asking for money or private information 
391279435,28,M,HS,United States,YF,YF,0,2,3,0,3,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling25p,Based on whether or not the link seemed legitimate to me and was the same as the email senders was the main factorAlso based on the sender in general and whether they looked real or fake
800304142,55,F,HS,United States,YF,YF,0,1,3,3,3,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,If the link was the same If there was no link just information Misspellings and too good to be true offers
882749493,33,M,BD,United States,YM,YF,0,1,3,0,1,3,phishingWriting50p,hamWriting25p,phishingStyling50p,hamStyling25p,I would immediately look at the email title then the sender and then where the link is from to see if it was legit
651797093,63,M,MD,United States,YM,YM,0,1,3,0,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,I used the criteria you provided at the beginning of the study
465973455,34,M,HS,United States,YM,YM,0,1,3,3,1,3,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,I checked for misspellings I checked the link hover I checked for urgency I tried to find differences between the name of the person in the emailwhen applicable and the ending name
81169399,48,M,HS,United States,YF,YF,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling25p,hamStyling25p,I tried to match the senders email to any of the links provided I checked the links and many of them were red flags I also paid attention to the language used when discussing my potential accounts 
867469130,37,M,HS,United States,A,YM,0,1,3,0,2,1,phishingWriting50p,hamWriting25p,phishingStyling25p,hamStyling25p,Fake URL or asking for money
25163586,47,F,BD,United States,YM,YF,0,1,3,2,3,1,phishingWriting25p,hamWriting0p,phishingStyling25p,hamStyling0p,I tried to pay attention to grammar urgency and especially the links not matching up The links was a bit confusing to me because sometimes they didnt match and still were considered to not be phishing attempts So that didnt always work
485595598,39,F,HS,United States,YM,YM,0,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,I looked at the link to see where it went 
810568331,23,M,HS,United States,A,,2,1,1,0,1,0,phishingWriting75p,hamWriting100p,phishingStyling75p,hamStyling75p,
138885739,59,,HS,United States,A,,0,1,3,0,1,2,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,Mainly check links
833900390,26,F,BD,United States,YF,,3,0,1,0,1,2,phishingWriting100p,hamWriting100p,phishingStyling75p,hamStyling75p,
746449547,24,M,BD,United States,YF,,3,1,1,1,1,0,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling100p,asdasdasd
558395794,23,F,HS,United States,YF,,3,0,0,0,0,2,phishingWriting75p,hamWriting75p,phishingStyling100p,hamStyling75p,asdasdasd
467168543,39,M,BD,United States,YF,,0,1,3,3,1,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,I just used a combination of all the advice that was given to me before I started  A combination of naturalness of language urgency of the message being too good to be true and hovering over links to see where they actually lead  
740438790,38,F,BD,United States,A,,0,1,3,3,1,1,phishingWriting25p,hamWriting50p,phishingStyling50p,hamStyling75p,I looked to see if I could recognize the email address and if it looks legit Then I checked the link and if the link went to the right website 
740438790,38,F,BD,United States,A,,0,1,3,3,1,1,phishingWriting25p,hamWriting50p,phishingStyling50p,hamStyling75p,I looked to see if I could recognize the email address and if it looks legit Then I checked the link and if the link went to the right website 
687196051,30,M,DD,United States,YM,,0,1,3,3,1,1,phishingWriting75p,hamWriting25p,phishingStyling50p,hamStyling50p,Mostly relied on hovering on the links and then checking if the URL made sense
638049002,38,M,HS,United States,YF,,0,1,3,0,2,1,phishingWriting75p,hamWriting50p,phishingStyling50p,hamStyling50p,odd senders titles mismatched to subject urgent offers 
129390671,31,M,MD,United States,YM,,0,1,3,3,1,1,phishingWriting50p,hamWriting75p,phishingStyling50p,hamStyling75p,I checked the sender and any links to make sure that they were trustworthy I read the message to see what the email content is
294224885,38,F,HS,United States,A,,0,1,3,3,1,3,phishingWriting25p,hamWriting50p,phishingStyling25p,hamStyling50p,Email verification and unprofessional speech
864832498,40,M,BD,United States,A,,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling0p,hamStyling0p,I checked the sender and I also hovered over any links to check the link address
625337184,29,M,BD,United States,YM,,0,1,3,1,1,1,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,Looking at the title the senders name the link URL and reading through the body of text of the email
140544808,42,M,BD,United States,YF,,0,1,3,3,3,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,Urgent tone a sense of urgency to panic me into acting without thinking Offers some of the emails contained offers that seemed too good to be true Some of the links did not match the text A couple of the emails requested credentials 
292558963,41,M,BD,United States,YF,,0,1,3,3,1,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling25p,I check the address of the sender I looked at the links by hovering over them I looked for inconsistencies
877180979,39,F,BD,United States,YM,,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,Normally hovering over to check the links Check if its too good to be true Check sender
190399997,31,M,BD,United States,A,,0,1,3,1,2,0,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,
795496953,28,M,HS,United States,YM,,0,1,3,3,1,1,phishingWriting75p,hamWriting25p,phishingStyling50p,hamStyling50p,If the email had a link for me to have to click on
233136838,44,M,HS,United States,YM,,0,1,3,3,3,1,phishingWriting25p,hamWriting50p,phishingStyling50p,hamStyling75p,I checker the sender to make sure it matched who they claimed to be I hovered on links to see if they matched the text and I watched for any requests for personal information I also paid attention to the tone and language of the email
556552336,50,M,MD,United States,YM,,1,0,0,1,0,0,phishingWriting100p,hamWriting100p,phishingStyling75p,hamStyling100p,very valuable
964011204,35,F,BD,United States,YM,,0,1,3,3,3,1,phishingWriting75p,hamWriting50p,phishingStyling50p,hamStyling50p,i looked at the link the subject the email and the message content to identify phishing  emails
114634015,38,M,BD,United States,A,,0,1,3,1,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,about the unwanted links and urgent language
768954660,36,M,HS,United States,YF,,0,1,0,0,1,3,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,Whether there was an attempt to elicit urgency whether the link was different than the real website whether it asked me for money etc
93459631,28,M,HS,United States,YF,,0,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,The language and how good the english was If the link looked funky or had an official name The email address being abnormal The overall context and validity of the action 
22317515,46,M,HS,United States,YF,,0,1,3,0,3,1,phishingWriting50p,hamWriting25p,phishingStyling50p,hamStyling25p,I tried to hover over the link and see if it corresponded with the header on top I also read the email and tried to figure out if it was legitimate by the writing inside of it 
573732376,34,M,BD,United States,YF,,1,0,0,0,1,3,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,I did not use any specific criteria Just based on my practical experience I have answered
944017585,39,F,BD,United States,YM,,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,Hover over each link to check them Check the user email Check if asking for personal info
393415608,65,M,HS,United States,YM,,0,1,3,0,2,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,common sense and basic knowledge points that you yourselves sited most of which I already knew and even ones I got wrong if you check my confidence ratings for them you will see that i had doubts
705472585,42,M,HS,United States,YF,,0,1,3,0,1,1,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling25p,I mostly relied upon checking the links that were presented in each email the type of language that was used in each and whether there was a call to immediate action in responding to the queries
283656266,30,M,BD,United States,YF,,0,0,0,0,2,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,OFFERS THAT ARE TOO GOOD TO BE TRUE ACTION DEMANDS LOGIN CREDENTIALS PAYMEND INFORMATION
662952982,28,NB,BD,United States,YF,,3,0,2,2,2,2,phishingWriting100p,hamWriting100p,phishingStyling75p,hamStyling75p,
261107282,27,M,BD,United States,YF,,3,2,1,2,1,3,phishingWriting75p,hamWriting100p,phishingStyling100p,hamStyling75p,I didnt
619308188,21,M,HS,United States,YF,,0,1,3,0,1,3,phishingWriting25p,hamWriting0p,phishingStyling25p,hamStyling0p,If they were asking to log if they were too good to be true claim inheritance claim your prize grammatical errors emails that didnt match strange subject lines
697975555,44,F,BD,United States,YF,,0,1,2,0,0,2,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,
46999585,42,M,BD,United States,YM,,0,1,0,0,2,3,phishingWriting75p,hamWriting0p,phishingStyling75p,hamStyling0p,I was looking at the links to see if anything seems odd I was looking at the context to see if there was misspellings bad grammar or simply strange wordingformatting I was also looking at how the links were provided 
253716812,40,M,BD,United States,YM,,0,1,1,0,2,1,phishingWriting75p,hamWriting0p,phishingStyling100p,hamStyling0p,email urls check links
680388334,36,M,BD,United States,YF,,1,0,0,3,3,1,phishingWriting75p,hamWriting50p,phishingStyling25p,hamStyling25p,no
883011144,39,M,MD,United States,YM,,0,1,3,3,3,1,phishingWriting75p,hamWriting0p,phishingStyling75p,hamStyling0p,The actual url by hovering over the link was the primary source on information I used I also considered the sender and any urgent language used in the email
625876881,62,F,BD,United States,YF,,0,1,3,0,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling50p,Urgency short deadlines threats of losing access accounts signins etc 
229430778,52,M,HS,United States,YM,,0,1,3,3,3,2,phishingWriting75p,hamWriting50p,phishingStyling25p,hamStyling25p,The urgency and whether they were requesting information
278061008,30,M,BD,United States,A,,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I checked whether the sender of the email is the same website as the link in the email
763401119,57,M,HS,United States,YF,,0,1,3,3,3,3,phishingWriting25p,hamWriting50p,phishingStyling25p,hamStyling50p,Was there a sense of urgency I hovered over the link to see the address
226705730,37,M,BD,United States,YM,,0,1,3,2,1,1,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,Well I mostly just looked at the sender first then the link to see where it took me and it always was a suspicious website The one time I selected the wrong thing I assumed I was a student and it didnt offer a link just go to the schools site
324670617,40,M,HS,United States,YM,,0,1,3,3,1,1,phishingWriting25p,hamWriting0p,phishingStyling25p,hamStyling0p,The most common giveaway was the text links in the body of the email being different than their underlying URL Sometimes the name of the company in the sender email was spelled slightly different
578249323,30,M,HS,United States,YM,,0,1,3,0,2,1,phishingWriting0p,hamWriting0p,phishingStyling0p,hamStyling0p,urgent language suspicious links any other discrepancies Using language that induces fearpanic
429721870,30,M,BD,United States,YM,,0,1,3,3,3,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,asking for money was a big warning sign emails that didnt match the company were a warning sign as well Asking me to click links and sign in to things was also a warning sign
319838985,43,F,MD,United States,YM,,1,0,3,0,1,0,phishingWriting75p,hamWriting50p,phishingStyling50p,hamStyling75p,check the messages detailed
476034713,47,M,BD,United States,A,,1,1,3,0,1,1,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,I verify each URL link address to distinguish between original and fake ones
803305035,35,M,BD,United States,YF,,0,2,3,0,1,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,Whether they included a link or not
872194317,38,M,BD,United States,YF,,0,0,1,1,1,2,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling75p,
207418290,26,F,MD,United States,YF,,0,1,3,1,1,1,phishingWriting75p,hamWriting75p,phishingStyling50p,hamStyling50p,The urgency in the email contents 
81557792,40,F,PD,United States,YF,,0,1,3,0,2,1,phishingWriting100p,hamWriting100p,phishingStyling75p,hamStyling50p,Similarly the percentage of ham emails generated bySimilarly the percentage of ham emails generated by AI models can also vary but its likely lower compared to phishing emails as legitimate businesses and individuals may be less inclined to use A
608004795,30,M,MD,United States,YF,,0,1,3,3,1,1,phishingWriting75p,hamWriting25p,phishingStyling25p,hamStyling25p,I identified phishing emails based on several criteriaSender Address I checked if the senders email domain matched the legitimate organizations domainContent I looked for urgent requests to update personal information threats of account su
242587854,52,M,HS,United States,YF,,0,1,3,3,2,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling50p,What the link looked like when I hovered over it What info it was asking for Common sense
553158606,43,M,BD,United States,YM,,0,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,The criteria I used was first to check the sender and associated domain to see if they made sense and matched the real party Secondly I verified if any links in the email matched the senders domain Next I looked at the message content
368639414,36,M,MD,United States,YF,,1,0,0,0,1,1,phishingWriting75p,hamWriting75p,phishingStyling100p,hamStyling75p,
683142288,45,F,HS,United States,YM,,0,1,3,3,3,3,phishingWriting75p,hamWriting25p,phishingStyling50p,hamStyling50p,If the return address was misspelled or didnt look right I marked phishing  If it was an email that didnt include any kind of links then I believed it to be a non phishing email
600786027,31,F,BD,United States,YM,,0,1,3,3,3,1,phishingWriting50p,hamWriting50p,phishingStyling25p,hamStyling25p,I checked all the URLS the grammar the tone and the message
570597067,52,M,MD,United States,YF,,0,1,1,3,3,1,phishingWriting25p,hamWriting25p,phishingStyling25p,hamStyling25p,sender mismatch request for credentials weird subject urgent tone offers link mismatch
386275161,28,M,BD,United States,YF,,0,1,3,1,1,2,phishingWriting75p,hamWriting25p,phishingStyling25p,hamStyling50p,Address from website link text style third
12765274,39,M,MD,United States,YF,,0,1,3,3,3,3,phishingWriting50p,hamWriting25p,phishingStyling75p,hamStyling50p,i used to hover on link check the URL see the address check spellings
695889863,42,F,MD,United States,A,,0,1,3,2,1,2,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,Nothing
833331288,30,M,BD,United States,YM,,0,1,3,2,1,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,I checked the link does not match the text
468129286,34,M,HS,United States,YM,,0,1,3,3,1,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,I looked at the sender and tried to look at any links they provided to see if they made sense with the sender If they didnt match I assumed it was phishing I also looked at the subject line in relation to the message
603915536,39,F,BD,United States,A,,1,2,1,2,1,2,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,
992131014,35,NB,BD,United States,YM,,0,1,3,3,1,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,I would go by the sender first Then I would go by the topic of the email and its content Finally I would hover over any links and make a final decision based on if they were legitimate or not
815158184,32,M,BD,United States,YF,,0,1,3,0,3,1,phishingWriting50p,hamWriting75p,phishingStyling75p,hamStyling50p,Mismatched or Deceptive URLs Hovering over any links in the email without clicking might show a URL that does not match the purported sender or looks suspiciously convoluted
758667099,70,F,BD,United States,YM,,0,1,3,3,3,1,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling75p,If the same email address was used in links if same send matches claimed sender if important info is asked for in the email attention grabbing tone offers too good to be true
199567899,30,F,BD,United States,YF,,0,0,3,0,1,0,phishingWriting50p,hamWriting50p,phishingStyling75p,hamStyling50p,no identify to use
929457552,45,M,HS,United States,YM,,0,1,3,3,1,1,phishingWriting50p,hamWriting25p,phishingStyling50p,hamStyling25p,Bad links urgent or threatening emails asking for personal details generally scammy sounding language
632359607,47,M,BD,United States,YM,,0,1,3,3,3,1,phishingWriting100p,hamWriting100p,phishingStyling100p,hamStyling100p,I looked mainly at the appeal that was being made then hovered over links
761269929,37,M,BD,United States,YF,,0,1,3,3,3,1,phishingWriting25p,hamWriting25p,phishingStyling50p,hamStyling50p,I used the instructions given to decide if it was legitimate or not as well as my onw knowledge and experience tone urgency too good to be true sender checking links etc
477189853,35,M,BD,United States,YM,,0,1,1,3,3,1,phishingWriting75p,hamWriting25p,phishingStyling75p,hamStyling25p,The sender email address if its a reasonablereputable or familiar name or not Spellings mistakes andor grammar issues in the text The context of the email whether the intend is something that I would expect to see and not unexpected
1999798,43,M,BD,United States,YF,,1,1,2,2,1,0,phishingWriting75p,hamWriting50p,phishingStyling75p,hamStyling50p,
184355102,49,F,HS,United States,YM,,0,1,3,3,1,1,phishingWriting50p,hamWriting75p,phishingStyling75p,hamStyling50p,I looked at the sender and the links mostly
451250934,29,M,BD,United States,YF,,0,1,3,2,1,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling75p,
958028069,40,M,BD,United States,A,,0,1,3,3,3,1,phishingWriting25p,hamWriting25p,phishingStyling0p,hamStyling25p,spelling consistency between url and email content link matching
344704912,26,M,BD,United States,YF,,0,1,3,3,1,1,phishingWriting50p,hamWriting50p,phishingStyling50p,hamStyling50p,The content of the email and the header are usually give away The sender address also helps a lot
255434522,56,M,HS,United States,YM,,0,1,3,3,1,1,phishingWriting25p,hamWriting75p,phishingStyling75p,hamStyling50p,If it used sensationalist language or had suspicious links that didnt match what was listed when they were moused over
360680124,26,M,BD,United States,YF,,0,1,3,2,2,1,phishingWriting75p,hamWriting75p,phishingStyling50p,hamStyling75p,
441552136,36,M,BD,United States,YF,,3,1,3,3,1,1,phishingWriting75p,hamWriting75p,phishingStyling75p,hamStyling75p,Good
